,0,1,2
2524,impermeable,{'Adjective': ['preventing especially liquids to pass or diffuse through']},"['water-repellent', 'retentive', 'tight', 'impervious', 'imperviable', 'water-resistant']"
2525,proxy,"{'Noun': ['a person authorized to act for another', 'a power of attorney document given by shareholders of a corporation authorizing a specific vote on their behalf at a corporate meeting']}","['procurator', 'placeholder', 'agent']"
2526,refulgent,{'Adjective': ['radiating or as if radiating light']},"['radiant', 'beaming', 'bright', 'effulgent', 'beamy']"
2527,abhors,{'Verb': ['find repugnant']},"['hate', 'detest', 'abominate', 'loathe', 'execrate']"
2528,caparison,"{'Noun': ['stable gear consisting of a decorated covering for a horse, especially (formerly'], 'Verb': ['put a caparison on']}","['trapping', 'horsecloth', 'bard', 'housing', 'saddlery', 'tack', 'stable gear']"
2529,erudite,{'Adjective': ['having or showing profound knowledge']},"['scholarly', 'learned']"
2530,recrimination,{'Noun': ['mutual accusations']},"['accusation', 'accusal']"
2531,economical,"{'Adjective': ['using the minimum of time or resources necessary for effectiveness', 'of or relating to an economy, the system of production and management of material wealth', 'avoiding waste']}","['economic', 'efficient']"
2532,pacify,"{'Verb': ['cause to be more favorably inclined; gain the good will of', 'fight violence and try to establish peace in (a location']}","['quiet', 'tranquillize', 'conciliate', 'calm down', 'mollify', 'calm', 'lull', 'tranquillise', 'gruntle', 'quieten', 'still', 'appease', 'lenify', 'gentle', 'placate', 'tranquilize', 'assuage']"
2533,enmity,"{'Noun': ['a state of deep-seated ill-will', 'the feeling of a hostile person']}","['rancour', 'ill will', 'hate', 'rancor', 'resentment', 'bitterness', 'class feeling', 'animus', 'hostility', 'belligerence', 'aggressiveness', 'antagonism', 'aggression', 'belligerency', 'hatred', 'bad blood', 'gall', 'animosity']"
2534,list,"{'Noun': ['a database containing an ordered array of items (names or topics', 'the property possessed by a line or surface that departs from the vertical'], 'Verb': ['give or make a list of; name individually; give the names of', 'include in a list', 'cause to lean to the side', 'tilt to one side', 'enumerate']}","['schedule', 'codex', 'agendum', 'stack', 'A-list', 'criminal record', 'shortlist', 'wish list', 'catalogue', 'ticket', 'numbering', 'FAQ', 'price list', 'point', 'character set', 'sick list', 'bill', 'push-down list', 'hit parade', 'credits', 'black book', 'posting', 'contents', 'order of business', 'directory', 'class list', 'inventory', 'canon', 'masthead', 'roll', 'playlist', 'checklist', 'catalog', 'database', 'listing', 'corrigenda', 'menu', 'push-down stack', 'slate', 'standing', 'item', 'distribution list', 'portfolio', 'shopping list', 'free list', 'flag', 'honours list', 'index', 'computer menu', 'short list', 'bibliography', 'necrology', 'roster', 'enumeration', 'key', 'mailing list', 'agenda', 'blacklist', 'hit list', 'table of contents', 'queue', 'shitlist', 'play list', 'stock list', 'calorie chart', 'calendar', 'grocery list', 'record']"
2535,buff,"{'Noun': ['an ardent follower and admirer', 'a soft thick undyed leather from the skins of e.g. buffalo or oxen', 'bare skin', 'a medium to dark tan color', 'an implement consisting of soft material mounted on a block; used for polishing (as in manicuring'], 'Verb': ['strike, beat repeatedly', 'polish and make shiny'], 'Adjective': ['of the yellowish-beige color of buff leather']}","['amorist', 'fan', 'devotee', 'aerophile', 'bacchant', 'metalhead', 'bacchanal', 'following', 'lover', 'aficionado', 'followers', 'groupie', 'follower']"
2536,nettle,"{'Noun': ['any of numerous plants having stinging hairs that cause skin irritation on contact (especially of the genus Urtica or family Urticaceae'], 'Verb': ['sting with or as with nettles and cause a stinging pain or sensation', 'cause annoyance in; disturb, especially by minor irritations']}","['Pilea microphylla', 'Urtica pipulifera', 'panamica', 'Pilea involucrata', 'Urtica dioica', 'clearweed', 'Pilea pumilla', 'Laportea canadensis', 'dead nettle', 'weed', 'richweed', 'wood nettle', 'stinging nettle', 'panamiga', 'Roman nettle', 'artillery plant', 'friendship plant']"
2537,provisional,{'Adjective': ['under terms not final or fully worked out or agreed upon']},"['probationary', 'provisionary', 'tentative', 'conditional']"
2538,reductive,{'Adjective': ['characterized by or causing diminution or curtailment']},['subtractive']
2539,scrutinize,"{'Verb': ['to look at critically or searchingly, or in minute detail', 'examine carefully for accuracy with the intent of verification']}","['scrutinise', 'examine', 'size up', 'see', 'take stock']"
2540,wane,"{'Noun': ['a gradual decline (in size or strength or power or number'], 'Verb': ['grow smaller', 'become smaller', 'decrease in phase']}","['decrease', 'diminish', 'go down', 'drop', 'dip', 'wear on', 'decline', 'lessen', 'fall']"
2541,exhilarating,"{'Verb': ['fill with sublime emotion'], 'Adjective': ['making lively and cheerful', 'making lively and joyful']}","['stimulating', 'invigorating']"
2542,descant,"{'Noun': ['a decorative musical accompaniment (often improvised'], 'Verb': ['sing in descant', 'sing by changing register; sing by yodeling', ""talk at great length about something of one's interest""]}","['accompaniment', 'backup', 'support', 'musical accompaniment', 'discant']"
2543,degrade,"{'Verb': ['reduce the level of land, as by erosion', 'reduce in worth or character, usually verbally', 'lower the grade of something; reduce its worth']}","['demean', 'chagrin', 'take down', 'dehumanise', 'disgrace', 'mortify', 'put down', 'dehumanize', 'abase', 'reduce', 'humble', 'humiliate']"
2544,vernacular,"{'Noun': ['a characteristic language of a particular group (as among thieves', 'the everyday speech of the people (as distinguished from literary language'], 'Adjective': ['being or characteristic of or appropriate to everyday language']}","['informal', 'common', 'vulgar']"
2545,abdicate,"{'Verb': ['give up, such as power, as of monarchs and emperors, or duties and obligations']}","['renounce', 'vacate', 'give up', 'resign']"
2546,cynical,{'Adjective': ['believing the worst of human nature and motives; having a sneering disbelief in e.g. selflessness of others']},"['misanthropical', 'distrustful', 'misanthropic']"
2547,salutary,{'Adjective': ['tending to promote physical well-being; beneficial to health']},"['good', 'healthful']"
2548,tamp,"{'Noun': ['a tool for tamping (e.g., for tamping tobacco into a pipe bowl or a charge into a drill hole etc.'], 'Verb': ['press down tightly']}","['tamping bar', 'tool', 'stemmer', 'tamper']"
2549,benevolent,"{'Adjective': ['intending or showing kindness', 'showing or motivated by sympathy and understanding and generosity', 'generous in providing aid to others', 'generous in assistance to the poor']}","['charitable', 'openhearted', 'kind', 'sympathetic', 'good-hearted', 'large-hearted', 'kindly']"
2550,ingratiate,{'Verb': ['gain favor with somebody by deliberate efforts']},"['shine up', 'control', 'manipulate', 'sidle up', 'cozy up', 'keep in line', 'play up', 'cotton up', 'suck up']"
2551,oscillate,"{'Verb': ['be undecided about something; waver between conflicting positions or courses of action', 'move or swing from side to side regularly']}","['hunt', 'swing', 'librate', 'sway', 'vibrate']"
2552,pertinacious,{'Adjective': ['stubbornly unyielding']},"['unyielding', 'dour', 'unregenerate', 'tenacious', 'obstinate', 'dogged', 'persistent', 'stubborn']"
2553,vindicate,"{'Verb': ['show to be right by providing justification or proof', 'maintain, uphold, or defend', 'clear of accusation, blame, suspicion, or doubt with supporting proof']}","['uphold', 'justify', 'maintain', 'explain', 'excuse', 'legitimate']"
2554,astonishment,{'Noun': ['the feeling that accompanies something extremely surprising']},"['surprise', 'admiration', 'stupefaction', 'feeling', 'wonder', 'wonderment', 'amazement']"
2555,decorous,"{'Adjective': ['characterized by propriety and dignity and good taste in manners and conduct', 'according with custom or propriety']}","['staid', 'in good taste', 'sedate', 'proper']"
2556,renowned,{'Adjective': ['widely known and esteemed']},"['famed', 'known', 'famous', 'celebrated', 'notable', 'illustrious', 'far-famed', 'noted']"
2557,ineffable,"{'Adjective': ['defying expression or description', 'too sacred to be uttered']}","['untellable', 'indescribable', 'unutterable', 'indefinable', 'inexpressible', 'unspeakable', 'unexpressible']"
2558,prolixity,{'Noun': ['boring verbosity']},"['prolixness', 'flatulence', 'verboseness', 'turgidity', 'prolix', 'verbosity', 'concise', 'long-windedness', 'wordiness', 'turgidness', 'windiness']"
2559,torpid,"{'Adjective': ['slow and apathetic', 'in a condition of biological rest or suspended animation']}","['sluggish', 'soggy', 'inert', 'inactive']"
2560,exploitative,{'Adjective': ['tending to exploit or make use of']},"['consumptive', 'exploitatory', 'exploitive']"
2561,embryonic,"{'Adjective': ['of an organism prior to birth or hatching', 'in an early stage of development']}","['embryotic', 'early']"
2562,extraneous,"{'Adjective': ['not pertinent to the matter under consideration', 'not essential', 'not belonging to that in which it is contained; introduced from an outside source', 'coming from the outside']}","['immaterial', 'irrelevant', 'orthogonal', 'impertinent']"
2563,lackluster,"{'Adjective': ['lacking brilliance or vitality', 'lacking luster or shine']}","['lusterless', 'lustreless', 'dull', 'lacklustre']"
2564,deviance,"{'Noun': ['a state or condition markedly different from the norm', 'deviate behavior']}","['irregularity', 'abnormality', 'deviation']"
2565,incumbent,"{'Noun': ['the official who holds an office'], 'Adjective': ['lying or leaning on something else', 'necessary (for someone', 'currently holding an office']}","['officeholder', 'holder', 'functionary', 'office-bearer', 'official']"
2566,vaunted,{'Verb': ['show off']},"['boast', 'boasting', 'jactitation', 'self-praise']"
2567,embroil,"{'Verb': ['force into some kind of situation, condition, or course of action']}","['drag', 'tangle', 'drag in', 'sweep', 'involve', 'sweep up']"
2568,circumscribe,"{'Verb': ['draw a line around', 'restrict or confine within limits', 'to draw a geometric figure around another figure so that the two are in contact but do not intersect']}","['line', 'describe', 'delineate', 'trace', 'draw']"
2569,treacherous,"{'Adjective': ['dangerously unstable and unpredictable', 'tending to betray; especially having a treacherous character as attributed to the Carthaginians by the Romans']}","['dangerous', 'unreliable', 'unsafe']"
2570,intimate,"{'Noun': ['someone to whom private matters are confided'], 'Verb': ['give to understand', 'imply as a possibility'], 'Adjective': ['marked by close acquaintance, association, or familiarity', 'concerning things deeply private and personal', 'having or fostering a warm or friendly and informal atmosphere', 'having mutual interests or affections; of established friendship', 'used euphemistically to refer to the genitals', 'involved in a sexual relationship', 'or sexual', 'innermost or essential', 'thoroughly acquainted through study or experience']}",['close']
2571,ferret,"{'Noun': ['musteline mammal of prairie regions of United States; nearly extinct', 'domesticated albino variety of the European polecat bred for hunting rats and rabbits'], 'Verb': ['hound or harry relentlessly', 'hunt with ferrets', 'search and discover through persistent investigation']}","['fitch', 'Mustela putorius', 'foulmart', 'foumart', 'polecat']"
2572,perseverance,"{'Noun': ['persistent determination', 'the act of persisting or persevering; continuing or repeating behavior']}","['tenacity', 'tenaciousness', 'determination', 'persistence', 'doggedness', 'pertinacity', 'persistency', 'purpose']"
2573,arrogate,"{'Verb': [""demand as being one's due or property; assert one's right or title to"", 'make undue claims to having', ""seize and take control without authority and possibly with force; take as one's right or possession""]}","['request', 'requisition', 'quest', 'call for', 'claim', 'take', 'bespeak', 'pretend', 'assign', 'lay claim']"
2574,plethora,{'Noun': ['extreme excess']},"['inordinateness', 'embarrassment', 'excessiveness', 'redundancy', 'overplus', 'redundance', 'excess', 'superfluity']"
2575,astringent,"{'Noun': ['a drug that causes contraction of body tissues and canals'], 'Adjective': ['sour or bitter in taste', 'tending to draw together or constrict soft organic tissue']}","['acerb', 'acerbic', 'sour']"
2576,bellicose,{'Adjective': ['having or showing a ready disposition to fight']},"['combative', 'battleful', 'aggressive']"
2577,discomfit,"{'Verb': [""cause to lose one's composure""]}","['bewilder', 'bemuse', 'disconcert', 'anguish', 'raise', 'upset', 'unnerve', 'faze', 'pain', 'arouse', 'unsettle', 'discompose', 'evoke', 'abash', 'hurt', 'afflict', 'enkindle', 'fire', 'untune', 'kindle', 'throw', 'embarrass', 'provoke', 'dissolve', 'enervate', 'elicit', 'discombobulate']"
2578,intimation,"{'Noun': ['an indirect suggestion', 'a slight suggestion or vague understanding']}","['glimmering', 'glimmer', 'suggestion', 'inkling']"
2579,renaissance,"{'Noun': ['the period of European history at the close of the Middle Ages and the rise of the modern world; a cultural rebirth from the 14th through the middle of the 17th centuries', 'the revival of learning and culture']}","['High Renaissance', 'Renascence', 'history', 'Italian Renaissance', 'quattrocento']"
2580,expurgate,{'Verb': ['edit by omitting or modifying parts considered indelicate']},"['bowdlerise', 'cut', 'shorten', 'foreshorten', 'abbreviate', 'castrate', 'abridge', 'contract', 'bowdlerize', 'reduce']"
2581,cavil,"{'Noun': ['an evasion of the point of an argument by raising irrelevant distinctions or objections'], 'Verb': ['raise trivial objections']}","['evasion', 'quiddity', 'equivocation', 'quibble']"
2582,lenient,"{'Adjective': ['tolerant or lenient', 'not strict', 'characterized by tolerance and mercy']}",['undemanding']
2583,nostalgia,{'Noun': ['longing for something past']},"['homesickness', 'hungriness', 'longing', 'yearning']"
2584,disquieting,"{'Verb': ['disturb in mind or make uneasy or cause to be worried or alarmed'], 'Adjective': ['causing mental discomfort']}",['uncomfortable']
2585,berate,{'Verb': ['censure severely or angrily']},"['chew out', 'lecture', 'remonstrate', 'call on the carpet', 'call down', 'take to task', 'chide', 'reproof', 'reprimand', 'chasten', 'lambaste', 'rebuke', 'tell off', 'objurgate', 'have words', 'scold', 'criticise', 'correct', 'bawl out', 'rag', 'dress down', 'trounce', 'castigate', 'jaw', 'chew up', 'pick apart', 'brush down', 'knock', 'chastise', 'criticize', 'lambast']"
2586,immure,"{'Verb': ['lock up or confine, in or as in a jail']}","['detain', 'gaol', 'jail', 'confine', 'put behind bars', 'lag', 'remand', 'jug', 'incarcerate', 'imprison', 'put away']"
2587,contempt,"{'Noun': ['lack of respect accompanied by a feeling of intense dislike', 'a manner that is generally disrespectful and contemptuous', 'open disrespect for a person or thing', 'a willful disobedience to or disrespect for the authority of a court or legislative body']}","['despite', 'disdain', 'scorn', 'dislike']"
2588,hodgepodge,"{'Noun': ['a motley assortment of things', 'a theory or argument made up of miscellaneous or incongruous ideas']}","['hotchpotch', 'ragbag', 'omnium-gatherum', 'mingle-mangle', 'odds and ends', 'smorgasbord', 'variety', 'farrago', 'mixed bag', 'assortment', 'mishmash', 'miscellany', 'mixture', 'salmagundi', 'melange', 'potpourri', 'motley', 'oddments', 'miscellanea', 'gallimaufry']"
2589,graft,"{'Noun': ['(surgery', 'the practice of offering something (usually money', 'the act of grafting something onto something else'], 'Verb': ['cause to grow together parts from different plants', 'place the organ of a donor into the body of a recipient']}","['attachment', 'affixation', 'grafting']"
2590,discernible,"{'Adjective': ['perceptible by the senses or intellect', 'capable of being perceived clearly', 'capable of being seen or noticed']}",['discernable']
2591,implausible,{'Adjective': ['having a quality that provokes disbelief']},"['farfetched', 'unlikely']"
2592,amuck,"{'Adjective': ['wildly frenzied and out of control'], 'Adverb': ['wildly; without self-control', 'in a murderous frenzy']}","['possessed', 'amok', 'berserk', 'demoniac', 'insane', 'demoniacal']"
2593,avow,"{'Verb': ['to declare or affirm solemnly and formally as true', 'admit openly and bluntly; make no bones about']}","['verify', 'affirm', 'swear', 'assure', 'assert', 'aver', 'tell', 'swan', 'claim', 'take', 'attest', 'protest', 'declare', 'hold']"
2594,retract,"{'Verb': ['formally reject or disavow a formerly held belief, usually under pressure', 'pull away from a source of disgust or fear', 'use a surgical instrument to hold open (the edges of a wound or an organ', 'pull inward or towards a center']}","['forswear', 'repudiate', 'resile', 'renounce', 'disown', 'abjure', 'recant']"
2595,miserly,{'Adjective': ['(used of persons or behavior']},"['stingy', 'tight', 'mean', 'mingy', 'ungenerous']"
2596,disregard,"{'Noun': ['lack of attention and due care', 'willful lack of care and attention'], 'Verb': ['refuse to acknowledge', 'bar from attention or consideration', 'give little or no attention to']}","['ignore', 'do by', 'cut', 'handle', 'snub', 'treat']"
2597,dither,"{'Noun': ['an excited state of agitation'], 'Verb': ['act nervously; be undecided; be uncertain', 'make a fuss; be agitated']}",['fret']
2598,stanch,{'Verb': ['stop the flow of a liquid']},"['stem', 'check', 'halt', 'staunch']"
2599,sere,{'Adjective': ['(used especially of vegetation']},"['dried-up', 'shrivelled', 'withered', 'shriveled', 'dry', 'sear']"
2600,sclerotic,"{'Adjective': ['relating to or having sclerosis; hardened', 'of or relating to the sclera of the eyeball']}",['sclerosed']
2601,centrifuge,"{'Noun': ['an apparatus that uses centrifugal force to separate particles from a suspension'], 'Verb': ['rotate at very high speed in order to separate the liquids from the solids']}","['ultracentrifuge', 'spin', 'centrifugate']"
2602,sundry,{'Adjective': ['consisting of a haphazard assortment of different kinds']},"['miscellaneous', 'assorted', 'motley', 'heterogeneous', 'mixed', 'heterogenous']"
2603,purist,{'Noun': ['someone who insists on great precision and correctness (especially in the use of words']},"['pedant', 'scholastic', 'bookworm']"
2604,riposte,"{'Noun': ['a quick reply to a question or remark (especially a witty or critical one', '(fencing'], 'Verb': ['make a return thrust', 'answer back']}","['sassing', 'counter', 'sass', 'mouth', 'backtalk', 'rejoinder', 'replication', 'back talk', 'reply', 'response', 'comeback', 'retort', 'lip', 'return']"
2605,sonorous,{'Adjective': ['full and loud and deep']},"['full', 'heavy']"
2606,comprehensive,"{'Noun': [""an intensive examination testing a student's proficiency in some special field of knowledge""], 'Adjective': ['including all or everything', 'broad in scope']}","['schoolwide', 'blanket', 'spatiotemporal', 'well-rounded', 'encyclopaedic', 'complete', 'broad', 'large', 'encompassing', 'statewide', 'panoptic', 'omnibus', 'spaciotemporal', 'general', 'wide', 'plenary', 'countywide', 'worldwide', 'all-inclusive', 'fullness', 'umbrella', 'all-round', 'citywide', 'world-wide', 'extensive', 'across-the-board', 'oecumenical', 'all-embracing', 'house-to-house', 'door-to-door', 'countrywide', 'encyclopedic', 'ecumenical', 'super', 'all-around', 'all-encompassing', 'universal', 'cosmopolitan', 'comprehensiveness', 'nationwide']"
2607,amply,"{'Adverb': ['to an ample degree or in an ample manner', 'sufficiently; more than adequately', 'or fully', 'or amply']}",['richly']
2608,fester,"{'Noun': ['a sore that has become inflamed and formed pus'], 'Verb': ['ripen and generate pus']}","['exhaust', 'expel', 'maturate', 'discharge', 'eject', 'suppurate', 'mature', 'release']"
2609,plucky,"{'Adjective': ['marked by courage and determination in the face of difficulties or danger; robust and uninhibited', 'showing courage']}",['gutsy']
2610,speculate,"{'Verb': ['to believe especially on uncertain or tentative grounds', 'talk over conjecturally, or review in an idle or casual way and with an element of doubt or without sufficient reason to reach a conclusion', 'reflect deeply on a subject', 'invest at a risk']}","['theorize', 'formulate', 'hypothesize', 'conjecture', 'theorise', 'explicate', 'retrace', 'anticipate', 'hypothecate', 'expect', 'reconstruct', 'construct', 'hypothesise', 'suppose', 'develop']"
2611,redouble,"{'Verb': ['double in magnitude, extent, or intensity', 'double again', 'make twice as great or intense']}","['escalate', 'step up', 'intensify']"
2612,galvanize,"{'Verb': ['to stimulate to action', 'cover with zinc', 'stimulate (muscles']}","['galvanise', 'shock']"
2613,rebus,{'Noun': ['a puzzle where you decode a message consisting of pictures representing syllables and words']},['problem']
2614,bombast,{'Noun': ['pompous or pretentious talk or writing']},"['ornateness', 'grandiosity', 'rant', 'grandiloquence', 'rhetoric', 'claptrap', 'blah', 'magniloquence', 'fustian']"
2615,bauble,"{'Noun': ['a mock scepter carried by a court jester', 'cheap showy jewelry or ornament on clothing']}","['bangle', 'gewgaw', 'trinket', 'adornment', 'gaud', 'fallal', 'novelty', 'trinketry']"
2616,bifurcated,"{'Verb': ['split or divide into two', 'divide into two branches'], 'Adjective': ['divided into or made up of two parts']}",['divided']
2617,compendium,"{'Noun': ['a publication containing a variety of works', 'a concise but comprehensive summary of a larger work']}","['summary', 'sum-up']"
2618,effluvia,{'Noun': ['a foul-smelling outflow or vapor (especially a gaseous waste']},"['discharge', 'emission']"
2619,insensible,"{'Adjective': ['incapable of physical sensation', 'unaware of or indifferent to', 'barely able to be perceived', 'unresponsive to stimulation']}","['unconscious', 'numb', 'insensitive', 'benumbed', 'anaesthetic', 'incognizant', 'anesthetic', 'unaware', 'asleep']"
2620,puerile,"{'Adjective': ['of or characteristic of a child', 'displaying or suggesting a lack of maturity']}","['adolescent', 'juvenile', 'jejune', 'immature']"
2621,nefarious,{'Adjective': ['extremely wicked']},"['villainous', 'wicked']"
2622,integrate,"{'Verb': ['make into a whole or make part of a whole', 'open (a place', 'become one; become integrated', 'calculate the integral of; calculate by integration']}","['build in', 'reintegrate', 'combine', 'compound', 'fold', 'incorporate', 're-incorporate']"
2623,concoct,"{'Verb': ['make a concoction (of', 'prepare or cook by mixing ingredients', 'invent', 'devise or invent']}","['unify', 'mix', 'mingle', 'amalgamate', 'commix']"
2624,temper,"{'Noun': ['a sudden outburst of anger', 'a characteristic (habitual or relatively temporary', 'a disposition to exhibit uncontrolled anger', 'the elasticity and hardness of a metal object; its ability to absorb considerable energy before cracking'], 'Verb': ['bring to a desired consistency, texture, or hardness by a process of gradually heating and cooling', 'harden by reheating and cooling in oil', 'adjust the pitch (of pianos', 'make more temperate, acceptable, or suitable by adding something else', 'change by restraining or moderating']}","['irritation', 'pique', 'annoyance', 'vexation', 'chafe']"
2625,personable,{'Adjective': ['(of persons']},['attractive']
2626,approbation,"{'Noun': ['official approval', 'official recognition or approval']}","['approval', 'commendation']"
2627,flotsam,{'Noun': ['the floating wreckage of a ship']},"['wreckage', 'jetsam']"
2628,appreciable,{'Adjective': ['enough to be estimated or measured']},['considerable']
2629,disaffected,"{'Verb': ['arouse hostility or indifference in where there had formerly been love, affection, or friendliness'], 'Adjective': ['discontented as toward authority']}","['discontented', 'ill-affected', 'discontent', 'rebellious', 'malcontent']"
2630,surly,{'Adjective': ['inclined to anger or bad feelings with overtones of menace']},"['ugly', 'ill-natured']"
2631,exaggerate,"{'Verb': ['to enlarge beyond bounds or the truth', 'do something to an excessive degree']}","['embellish', 'dramatize', 'shoot a line', 'overemphasise', 'hyperbolize', 'misinform', 'gas', 'boast', 'hyperbolise', 'lard', 'bluster', 'swash', 'mislead', 'pad', 'overstress', 'vaunt', 'blow', 'gasconade', 'embroider', 'aggrandize', 'overemphasize', 'brag', 'aggrandise', 'dramatise', 'tout', 'overstate', 'blow up', 'amplify', 'magnify', 'overdraw']"
2632,tentative,"{'Adjective': ['under terms not final or fully worked out or agreed upon', 'unsettled in mind or opinion']}","['probationary', 'provisionary', 'provisional', 'conditional']"
2633,ridden,"{'Verb': ['sit and travel on the back of animal, usually while controlling its motions', 'be carried or travel on or in a vehicle', 'continue undisturbed and without interference', 'move like a floating object', 'harass with persistent criticism or carping', 'be sustained or supported or borne', 'have certain properties when driven', 'be contingent on', 'lie moored or anchored', 'sit on and control a vehicle', 'climb up on the body', 'ride over, along, or through', 'keep partially engaged by slightly depressing a pedal with the foot', 'copulate with']}",['passionate']
2634,unsparing,"{'Adjective': ['very generous', 'not forbearing; ruthless']}","['unstinted', 'overgenerous', 'munificent', 'unstinting', 'lavish', 'too-generous', 'generous']"
2635,discriminating,"{'Verb': ['recognize or perceive the difference', 'treat differently on the basis of sex or race', 'distinguish'], 'Adjective': ['showing or indicating careful judgment and discernment especially in matters of taste', 'having or demonstrating ability to recognize or draw fine distinctions']}","['selective', 'discriminate', 'eclectic', 'discerning', 'discriminatory', 'good', 'discriminative', 'appreciative', 'diacritical', 'diacritic']"
2636,makeshift,"{'Noun': ['something contrived to meet an urgent need or emergency'], 'Adjective': ['done or made using whatever is available']}","['improvised', 'temporary', 'impermanent', 'jury-rigged']"
2637,predicament,{'Noun': ['a situation from which extrication is difficult especially an unpleasant or trying one']},"['quandary', 'corner', 'box', 'hot water', 'difficulty', 'care', 'plight']"
2638,wary,"{'Adjective': ['marked by keen caution and watchful prudence', 'openly distrustful and unwilling to confide']}","['wariness', 'chariness', ""upon one's guard"", 'shy', ""on one's guard"", 'on your guard', 'on guard']"
2639,attuned,{'Verb': ['adjust or accustom to; bring into harmony with']},"['adjust', 'set', 'correct']"
2640,lovelorn,{'Adjective': ['unhappy in love; suffering from unrequited love']},"['unbeloved', 'bereft', 'unloved']"
2641,acrimonious,{'Adjective': ['marked by strong resentment or cynicism']},"['bitter', 'resentful']"
2642,extol,"{'Verb': ['praise, glorify, or honor']}","['praise', 'hymn', 'exalt', 'crack up', 'canonise', 'canonize', 'ensky', 'proclaim', 'laud', 'glorify']"
2643,utopian,"{'Noun': ['an idealistic (but usually impractical'], 'Adjective': ['of or pertaining to or resembling a utopia', 'characterized by or aspiring to impracticable perfection']}",['Utopian']
2644,self-effacing,{'Adjective': ['reluctant to draw attention to yourself']},"['retiring', 'reticent', 'unassertive']"
2645,vivacious,{'Adjective': ['vigorous and animated']},"['spirited', 'vibrant']"
2646,imperative,"{'Noun': [""a mood that expresses an intention to influence the listener's behavior"", 'some duty that is essential and urgent'], 'Adjective': ['requiring attention or action', 'relating to verbs in the imperative mood']}","['strident', 'desperate', 'exigent', 'self-assertive', 'instant', 'urgent', 'peremptory', 'pressing', 'shrill', 'self-asserting', 'adjuratory', 'clamant', 'assertive', 'crying', 'insistent']"
2647,prominent,"{'Adjective': ['having a quality that thrusts itself into attention', 'conspicuous in position or importance']}","['conspicuous', 'striking', 'salient', 'spectacular', 'outstanding']"
2648,incubation,"{'Noun': ['maintaining something at the most favorable temperature for its development', '(pathology', 'sitting on eggs so as to hatch them by the warmth of the body']}","['aid', 'tending', 'attention', 'care']"
2649,membrane,"{'Noun': ['a thin pliable sheet of material', 'a pliable sheet of tissue that covers or lines or connects the organs or cells of animals or plants']}","['gelatin', 'drumhead', 'flat solid', 'head', 'gel', 'sheet']"
2650,axiom,"{'Noun': ['a saying that is widely accepted on its own merits', '(logic']}","['moralism', 'apothegm', 'locution', 'apophthegm', 'expression', 'aphorism', 'gnome', 'maxim', 'saying']"
2651,abstain,"{'Verb': ['refrain from voting', 'choose not to consume']}","['refrain', 'desist', 'avoid', 'teetotal', 'fast', 'keep off']"
2652,meretricious,"{'Adjective': ['like or relating to a prostitute', 'tastelessly showy', 'based on pretense; deceptively pleasing']}","['brassy', 'gimcrack', 'tatty', 'cheap', 'gaudy', 'tacky', 'tawdry', 'garish', 'flashy', 'flash', 'tasteless', 'trashy', 'loud']"
2653,distaff,"{'Noun': ['the sphere of work by women', 'the staff on which wool or flax is wound before spinning'], 'Adjective': ['characteristic of or peculiar to a woman']}","['feminine', 'female']"
2654,emulate,"{'Verb': ['strive to equal or match, especially by imitating', 'imitate the function of (another system', 'compete with successfully; approach or reach equality with']}","['copy', 'simulate', 'imitate']"
2655,bureaucracy,"{'Noun': ['nonelective government officials', 'a government that is administered primarily by bureaus that are staffed with nonelective officials', 'any organization in which action is obstructed by insistence on unnecessary procedures and red tape']}","['officialdom', 'civil service', 'Pentagon', 'government officials', 'bureaucratism']"
2656,zeitgeist,{'Noun': ['the spirit of the time; the spirit characteristic of an age or generation']},"['spirit', 'feeling', 'tone', 'flavor', 'flavour', 'smell', 'feel', 'look']"
2657,didactic,{'Adjective': ['instructive (especially excessively']},"['instructive', 'didactical', 'informative']"
2658,hidebound,{'Adjective': ['stubbornly conservative and narrow-minded']},"['traditionalist', 'conservative']"
2659,jovial,{'Adjective': ['full of or showing high-spirited merriment']},"['gay', 'merry', 'jolly', 'jocund', 'joyous', 'mirthful']"
2660,divisive,{'Adjective': ['dissenting (especially dissenting with the majority opinion']},"['factious', 'dissentious', 'discordant']"
2661,tumid,"{'Adjective': ['ostentatiously lofty in style', 'abnormally distended especially by fluids or gas', 'or puffy', 'of sexual organs; stiff and rigid']}","['hard', 'erect']"
2662,exacerbate,"{'Verb': ['make worse', 'exasperate or irritate']}","['cheapen', 'degrade', 'change', 'exasperate', 'irritate', 'worsen', 'modify', 'aggravate', 'inflame', 'alter']"
2663,skullduggery,{'Noun': ['verbal misrepresentation intended to take advantage of you in some way']},"['trickery', 'hanky panky', 'misrepresentation', 'slickness', 'jiggery-pokery', 'hocus-pocus', 'deceit', 'deception', 'skulduggery']"
2664,contentious,"{'Adjective': ['inclined or showing an inclination to dispute or disagree, even to engage in law suits', 'involving or likely to cause controversy']}","['combative', 'argumentative', 'litigious', 'disputatious', 'disputative']"
2665,taxing,"{'Verb': ['levy a tax on', 'set or determine the amount of (a payment such as a fine', 'use to the limit', 'make a charge against or accuse'], 'Adjective': ['not easily borne; wearing']}","['onerous', 'burdensome', 'heavy']"
2666,proletarian,"{'Noun': ['a member of the working class (not necessarily employed'], 'Adjective': ['belonging to or characteristic of the proletariat']}","['low-class', 'lower-class']"
